184345,75973,92463,72230,H   
123353,103364,0,0,I  
125270,103321,0,0,I  
119876,112751,0,0,I  
103302,119453,0,0,I  
140954,106855,0,0,I  
159474,184070,0,0,I  
149938,150393,0,0,I  
189709,168183,0,0,I  
181967,142571,0,0,I  
138187,145472,0,0,I  
132812,89623,0,0,I  
133547,155801,0,0,I  
183796,144653,0,0,I  
110065,116720,0,0,I  
100469,129575,0,0,I  
107648,122157,0,0,I  
108097,108411,0,0,I  
109343,115939,0,0,I  
123797,116320,0,0,I  
145524,137296,0,0,I  
119407,163501,0,0,I  
137865,135620,0,0,I  
120015,122405,0,0,I  
130216,177180,0,0,I  
111928,104824,0,0,I  
134246,108928,0,0,I  
223020,151413,0,0,I  
189347,152961,0,0,I  
186439,189270,0,0,I  
248974,231061,0,0,I  
218889,176466,0,0,I  
168029,157858,0,0,I  
88714,95828,0,0,I  
106018,81492,0,0,I  
141256,75807,0,0,I 
141154,341929,508646,568383,J  
95563,397748,364545,384802,J  
139640,355688,414661,433797,J  
106225,306137,364463,294819,J  
164490,299770,291441,297858,J  
175052,487586,437519,424258,J  
184861,458523,483556,526609,J  
172932,453204,381206,431641,J  
181227,471262,445751,345446,J  
102287,367467,553674,505560,J  
147860,433950,446136,485200,J  
180474,440902,466221,415949,J  
156333,555549,496297,496678,J  
142756,459050,477780,626471,J  
138635,442981,367828,439291,J  
108537,425424,555610,535287,J  
91895,458383,442505,521905,J  
123728,513877,539431,572305,J  
117706,427463,493308,510526,J  
130411,521918,607971,588696,J  
158529,495143,404565,423546,J  
157625,532663,569029,501973,J  
189309,447045,430417,376430,J  
191055,570694,525291,423778,J  
180384,576968,467102,303535,J  
137150,341305,346676,219806,J  
152730,337125,347353,391816,J  
249482,541114,465797,430535,J  
117098,452446,372825,295199,J  
172145,455000,555231,448193,J  
167084,330422,350586,212409,J  
150399,520446,562263,586842,J  
159413,484780,449482,430139,J  
136219,543507,423985,404748,J  
147055,365792,307319,274075,J  
173955,603727,603281,592634,J  
131468,623137,543529,480841,J  
217778,755940,685475,581374,J  
172575,723439,672344,628230,J  
200197,652060,767580,775252,J  
185937,844061,898576,945337,J  
224630,801413,977099,995994,J  
236284,985172,874590,1024508,J  
216624,754334,873553,882182,J  
181174,536777,470126,554660,J  
109398,311304,392145,360187,J  
169857,410087,380474,301666,J  
163072,434067,461367,430395,J
